"id","mod_hex_id","courseID","mod_type","name","markdown","order","childOrder","treelevel","chpModPar","seqModPar","vrtModPar","parent","modparent_childlevel"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@f6989e13709447e0bf768f944ccc6113","f6989e13709447e0bf768f944ccc6113","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,39,2,4,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@video+block@35a59bc21a06412d997abf23ad95364a","35a59bc21a06412d997abf23ad95364a","MITProfessionalX+SysEngxB1+3T2016","video","Piazza Tutorial Video",NA,40,3,4,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@71d0572a2aa646faa5e738db7de0b541","71d0572a2aa646faa5e738db7de0b541","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,41,4,4,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@46c9b6c4559b4541a025b139182abaef","46c9b6c4559b4541a025b139182abaef","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,42,5,4,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd","c3a4aef0edc142e78255d4b26573abfd/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@2e56c112e5c343e18a6c1286a567824c","2e56c112e5c343e18a6c1286a567824c","MITProfessionalX+SysEngxB1+3T2016","vertical","Rules of Conduct",NA,43,2,3,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","2e56c112e5c343e18a6c1286a567824c","055506a2a4524dc2b1632b81b21cc811","055506a2a4524dc2b1632b81b21cc811/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@548db293a7174a9eab09f02063165a2a","548db293a7174a9eab09f02063165a2a","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,44,1,4,"396ce4f65de344c38d297d8afe6bef9b","055506a2a4524dc2b1632b81b21cc811","2e56c112e5c343e18a6c1286a567824c","2e56c112e5c343e18a6c1286a567824c","2e56c112e5c343e18a6c1286a567824c/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@sequential+block@c6d24af81e0f4a519dccbd1950e6c55d","c6d24af81e0f4a519dccbd1950e6c55d","MITProfessionalX+SysEngxB1+3T2016","sequential","Who's in the Course? (2 min)",NA,45,4,2,"396ce4f65de344c38d297d8afe6bef9b","c6d24af81e0f4a519dccbd1950e6c55d",NA,"396ce4f65de344c38d297d8afe6bef9b","396ce4f65de344c38d297d8afe6bef9b/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@681b4bf6c9a4403d934769d2f74e417c","681b4bf6c9a4403d934769d2f74e417c","MITProfessionalX+SysEngxB1+3T2016","vertical","Tell Us About Yourself",NA,46,1,3,"396ce4f65de344c38d297d8afe6bef9b","c6d24af81e0f4a519dccbd1950e6c55d","681b4bf6c9a4403d934769d2f74e417c","c6d24af81e0f4a519dccbd1950e6c55d","c6d24af81e0f4a519dccbd1950e6c55d/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@cb2bb769568d49bea380e1ab069a353c","cb2bb769568d49bea380e1ab069a353c","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,47,1,4,"396ce4f65de344c38d297d8afe6bef9b","c6d24af81e0f4a519dccbd1950e6c55d","681b4bf6c9a4403d934769d2f74e417c","681b4bf6c9a4403d934769d2f74e417c","681b4bf6c9a4403d934769d2f74e417c/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@642509f27e614c0e8569b4ed5262ba1b","642509f27e614c0e8569b4ed5262ba1b","MITProfessionalX+SysEngxB1+3T2016","html","IFrame Tool",NA,48,2,4,"396ce4f65de344c38d297d8afe6bef9b","c6d24af81e0f4a519dccbd1950e6c55d","681b4bf6c9a4403d934769d2f74e417c","681b4bf6c9a4403d934769d2f74e417c","681b4bf6c9a4403d934769d2f74e417c/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@sequential+block@d17cb798a714497c90059baf4946f9dc","d17cb798a714497c90059baf4946f9dc","MITProfessionalX+SysEngxB1+3T2016","sequential","Who's Teaching This Course? (4 min)",NA,49,5,2,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc",NA,"396ce4f65de344c38d297d8afe6bef9b","396ce4f65de344c38d297d8afe6bef9b/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","MITProfessionalX+SysEngxB1+3T2016","vertical","MIT Instructors",NA,50,1,3,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","d17cb798a714497c90059baf4946f9dc","d17cb798a714497c90059baf4946f9dc/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@f747c52ea3a94b85bf554cf16145166f","f747c52ea3a94b85bf554cf16145166f","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,51,1,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@edc6c1b4c9074554bb40adc649db3e11","edc6c1b4c9074554bb40adc649db3e11","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,52,2,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@247773d951b34edb8541ac847d84e26b","247773d951b34edb8541ac847d84e26b","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,53,3,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@6705932fcb634fc5ba44d33ceb21d678","6705932fcb634fc5ba44d33ceb21d678","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,54,4,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce/4"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@b5d2b1c93c084f1b9349599ecbb79e44","b5d2b1c93c084f1b9349599ecbb79e44","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,55,5,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce","322571e0ea674cdca1eff60ebd9346ce/5"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@3286f9edac5b4276a99a6d5048f3bb4d","3286f9edac5b4276a99a6d5048f3bb4d","MITProfessionalX+SysEngxB1+3T2016","vertical","MIT Teaching Assistants",NA,56,2,3,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","3286f9edac5b4276a99a6d5048f3bb4d","d17cb798a714497c90059baf4946f9dc","d17cb798a714497c90059baf4946f9dc/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@e673460d01c64845b71c086ed11432d3","e673460d01c64845b71c086ed11432d3","MITProfessionalX+SysEngxB1+3T2016","html","Text",NA,57,1,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","3286f9edac5b4276a99a6d5048f3bb4d","3286f9edac5b4276a99a6d5048f3bb4d","3286f9edac5b4276a99a6d5048f3bb4d/1"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@24715f0661e844e0b5dcb9b1b20df3b4","24715f0661e844e0b5dcb9b1b20df3b4","MITProfessionalX+SysEngxB1+3T2016","html",NA,NA,58,2,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","3286f9edac5b4276a99a6d5048f3bb4d","3286f9edac5b4276a99a6d5048f3bb4d","3286f9edac5b4276a99a6d5048f3bb4d/2"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@vertical+block@60e8017d01ee4b5f9f6d4b5380351c0e","60e8017d01ee4b5f9f6d4b5380351c0e","MITProfessionalX+SysEngxB1+3T2016","vertical","Boeing Teaching Assistants",NA,59,3,3,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","60e8017d01ee4b5f9f6d4b5380351c0e","d17cb798a714497c90059baf4946f9dc","d17cb798a714497c90059baf4946f9dc/3"
"block-v1:MITProfessionalX+SysEngxB1+3T2016+type@html+block@cf5adb44f502474397c783368016b294","cf5adb44f502474397c783368016b294","MITProfessionalX+SysEngxB1+3T2016","html","Text",NA,60,1,4,"396ce4f65de344c38d297d8afe6bef9b","d17cb798a714497c90059baf4946f9dc","60e8017d01ee4b5f9f6d4b5380351c0e","60e8017d01ee4b5f9f6d4b5380351c0e","60e8017d01ee4b5f9f6d4b5380351c0e/1"
